id,Слово,Перевод,Тип,Курс,Урок
66,hemşire,медсестра,İSİMLER,A1,UNITE1
67,hiç,"нисколько, совсем",İSİMLER,A1,UNITE1
70,ideal,"идеал, идеальный",İSİMLER,A1,UNITE1
582,ilkbahar,весна,İSİMLER,A1,UNITE1
71,inek,корова,İSİMLER,A1,UNITE1
73,insan,человек,İSİMLER,A1,UNITE1
2815,İngiliz,"англичанин, английский",İSİMLER,A1,UNITE1
72,İngiltere,Англия,İSİMLER,A1,UNITE1
2816,İran,Иран,İSİMLER,A1,UNITE1
2817,İranlı,"иранец, иранский",İSİMLER,A1,UNITE1
74,İspanya,Испания,İSİMLER,A1,UNITE1
2818,İspanyol,"испанец, испанский",İSİMLER,A1,UNITE1
75,iş,"работа, дело",İSİMLER,A1,UNITE1
76,İtalya,Италия,İSİMLER,A1,UNITE1
77,Japonya,Япония,İSİMLER,A1,UNITE1
78,jeton,жетон,İSİMLER,A1,UNITE1
79,jilet,бритва,İSİMLER,A1,UNITE1
80,kadın,женщина,İSİMLER,A1,UNITE1
81,kafe,кафе,İSİMLER,A1,UNITE1
82,kahve,кофе,İSİMLER,A1,UNITE1
2819,kahverengi,коричневый,İSİMLER,A1,UNITE1
83,kalabalık,толпа,İSİMLER,A1,UNITE1
84,kalem,"ручка, карандаш",İSİMLER,A1,UNITE1
85,kalp,сердце,İSİMLER,A1,UNITE1
86,kapı,дверь,İSİMLER,A1,UNITE1
583,kasım,ноябрь,İSİMLER,A1,UNITE1
87,kedi,кошка,İSİMLER,A1,UNITE1
264,kırmızı,красный,İSİMLER,A1,UNITE1
585,kış,зима,İSİMLER,A1,UNITE1
88,kız,девушка,İSİMLER,A1,UNITE1
89,kira,арендная плата,İSİMLER,A1,UNITE1
90,kişi,"человек, лицо, персона",İSİMLER,A1,UNITE1
91,kitap,книга,İSİMLER,A1,UNITE1
92,koltuk,кресло,İSİMLER,A1,UNITE1
93,Kore,Корея,İSİMLER,A1,UNITE1
2820,Koreli,"кореец, корейский",İSİMLER,A1,UNITE1
94,köpek,собака,İSİMLER,A1,UNITE1
95,köy,деревня,İSİMLER,A1,UNITE1
2821,kulaklık,наушники,İSİMLER,A1,UNITE1
96,kuş,птица,İSİMLER,A1,UNITE1
97,kutu,коробка,İSİMLER,A1,UNITE1
98,kütüphane,библиотека,İSİMLER,A1,UNITE1
2822,Kuzey Amerika,Северная Америка,İSİMLER,A1,UNITE1
959,lacivert,"тёмно-синий, синий",İSİMLER,A1,UNITE1
99,lale,тюльпан,İSİMLER,A1,UNITE1
100,limon,лимон,İSİMLER,A1,UNITE1
101,lokanta,ресторан,İSİMLER,A1,UNITE1
102,lütfen,пожалуйста,İSİMLER,A1,UNITE1
103,mağaza,магазин,İSİMLER,A1,UNITE1
104,makas,ножницы,İSİMLER,A1,UNITE1
2823,Malezya,Малайзия,İSİMLER,A1,UNITE1
2824,Malezyalı,"малазиец, малазийский",İSİMLER,A1,UNITE1
590,mart,март,İSİMLER,A1,UNITE1
105,masa,стол,İSİMLER,A1,UNITE1
591,mavi,синий,İSİMLER,A1,UNITE1
592,mayıs,май,İSİMLER,A1,UNITE1
106,merdiven,лестница,İSİMLER,A1,UNITE1
107,meşgul,занятый,İSİMLER,A1,UNITE1
108,metro,метро,İSİMLER,A1,UNITE1
2825,Mısır,Египет,İSİMLER,A1,UNITE1
2826,Mısırlı,"египтянин, египетский",İSİMLER,A1,UNITE1
109,millet,народ,İSİMLER,A1,UNITE1
110,misal,пример,İSİMLER,A1,UNITE1
280,mutfak,кухня,İSİMLER,A1,UNITE1
111,mühendis,инженер,İSİMLER,A1,UNITE1
112,nar,гранат,İSİMLER,A1,UNITE1
600,nisan,апрель,İSİMLER,A1,UNITE1
114,numara,номер,İSİMLER,A1,UNITE1
286,ocak,январь,İSİMLER,A1,UNITE1
115,oda,комната,İSİMLER,A1,UNITE1
116,orman,лес,İSİMLER,A1,UNITE1
117,otel,"гостиница, отель",İSİMLER,A1,UNITE1
118,otobüs,автобус,İSİMLER,A1,UNITE1
2827,Pakistan,Пакистан,İSİMLER,A1,UNITE1
2828,Pakistanlı,"пакистанец, пакистанский",İSİMLER,A1,UNITE1
122,paket,пакет,İSİMLER,A1,UNITE1
125,park,парк,İSİMLER,A1,UNITE1
126,patates,картофель,İSİMLER,A1,UNITE1
604,pazar,"воскресенье, базар, рынок",İSİMLER,A1,UNITE1
605,pazartesi,понедельник,İSİMLER,A1,UNITE1
127,pencere,окно,İSİMLER,A1,UNITE1
606,perşembe,четверг,İSİMLER,A1,UNITE1
128,petrol,нефть,İSİMLER,A1,UNITE1
129,piyano,пианино,İSİMLER,A1,UNITE1
130,polis,"полиция, полицейский",İSİMLER,A1,UNITE1
131,portakal,апельсин,İSİMLER,A1,UNITE1
132,postacı,почтальон,İSİMLER,A1,UNITE1
2829,profesör,профессор,İSİMLER,A1,UNITE1
133,radyo,радио,İSİMLER,A1,UNITE1
134,resim,"рисунок, картина",İSİMLER,A1,UNITE1
135,rol,роль,İSİMLER,A1,UNITE1
136,roman,роман,İSİMLER,A1,UNITE1
2830,Rus,"русский, русский",İSİMLER,A1,UNITE1
137,Rusya,Россия,İSİMLER,A1,UNITE1
138,saat,"час, часы",İSİMLER,A1,UNITE1
299,sabah,утро,İSİMLER,A1,UNITE1
139,saç,волосы,İSİMLER,A1,UNITE1
611,salı,вторник,İSİMLER,A1,UNITE1
140,salon,"гостиная, зал",İSİMLER,A1,UNITE1
2831,sandalyec,стул,İSİMLER,A1,UNITE1
613,sarı,жёлтый,İSİMLER,A1,UNITE1
2832,sebep,причина,İSİMLER,A1,UNITE1
142,sembol,символ,İSİMLER,A1,UNITE1
2833,seyahat etmek,путешествие,İSİMLER,A1,UNITE1
144,sıra,"очередь, ряд",İSİMLER,A1,UNITE1
145,silgi,ластик,İSİMLER,A1,UNITE1
985,siyah,чёрный,İSİMLER,A1,UNITE1
146,sokak,улица,İSİMLER,A1,UNITE1
2834,Somali,Сомали,İSİMLER,A1,UNITE1
616,sonbahar,осень,İSİMLER,A1,UNITE1
147,soru,вопрос,İSİMLER,A1,UNITE1
148,sorun,проблема,İSİMLER,A1,UNITE1
149,sözlük,словарь,İSİMLER,A1,UNITE1
150,Suriye,Сирия,İSİMLER,A1,UNITE1
151,şarkıcı,"певец, певица",İSİMLER,A1,UNITE1
152,şemsiye,зонт,İSİMLER,A1,UNITE1
153,şişe,бутылка,İSİMLER,A1,UNITE1
618,şubat,февраль,İSİMLER,A1,UNITE1
154,tahta,доска,İSİMLER,A1,UNITE1
155,tavuk,курица,İSİMLER,A1,UNITE1
156,telefon,телефон,İSİMLER,A1,UNITE1
157,temiz,чистый,İSİMLER,A1,UNITE1
619,temmuz,июль,İSİMLER,A1,UNITE1
158,top,мяч,İSİMLER,A1,UNITE1
159,turist,турист,İSİMLER,A1,UNITE1
2835,turuncu,оранжевый,İSİMLER,A1,UNITE1
2836,Türk,"турок, турецкий",İSİMLER,A1,UNITE1
160,Türkiye,Турция,İSİMLER,A1,UNITE1
161,uçak,самолёт,İSİMLER,A1,UNITE1
162,uçurtma,воздушный змей,İSİMLER,A1,UNITE1
2837,üç,три,İSİMLER,A1,UNITE1
163,üzüm,виноград,İSİMLER,A1,UNITE1
164,vagon,вагон,İSİMLER,A1,UNITE1
166,yabancı,"иностранец, чужой",İSİMLER,A1,UNITE1
2838,yatak odası,спальня,İSİMLER,A1,UNITE1
623,yaz,лето,İSİMLER,A1,UNITE1
623,yaz,лето,İSİMLER,A1,UNITE1
167,yemek,еда,İSİMLER,A1,UNITE1
418,yeni,новый,İSİMLER,A1,UNITE1
624,yeşil,зелёный,İSİMLER,A1,UNITE1
332,yıl,год,İSİMLER,A1,UNITE1
169,yıldız,звезда,İSİMLER,A1,UNITE1
2839,Yunan,"грек, греческий",İSİMLER,A1,UNITE1
2840,Yunanistan,Греция,İSİMLER,A1,UNITE1
170,yüzük,кольцо,İSİMLER,A1,UNITE1
171,zeytin,"оливка, маслина",İSİMLER,A1,UNITE1
172,zürafa,жираф,İSİMLER,A1,UNITE1
423,açmak,открывать,FİİLLER,A1,UNITE1
425,bakmak,"смотреть, глядеть",FİİLLER,A1,UNITE1
2841,cevap vermek,отвечать,FİİLLER,A1,UNITE1
438,dinlemek,слушать,FİİLLER,A1,UNITE1
174,gelmek,"приходить, приезжать",FİİLLER,A1,UNITE1
175,görüşmek,"встречаться, видеться, беседовать",FİİLLER,A1,UNITE1
457,kapatmak,закрывать,FİİLLER,A1,UNITE1
465,okumak,читать,FİİLLER,A1,UNITE1
176,olmak,"быть, становиться",FİİLLER,A1,UNITE1
2842,soru olmak,"отсутствовать, не быть",FİİLLER,A1,UNITE1
2842,soru olmak,"отсутствовать, не быть",FİİLLER,A1,UNITE1
896,tamamlamak,"завершать, завершить",FİİLLER,A1,UNITE1
482,tekrar etmek,повторять,FİİLLER,A1,UNITE1
494,yazmak,писать,FİİLLER,A1,UNITE1
177,Affedersiniz.,Извините.,KALIP İFADELER,A1,UNITE1
178,Afiyet olsun.,Приятного аппетита.,KALIP İFADELER,A1,UNITE1
179,Bol şanslar.,"Большой, обильный удачи.",KALIP İFADELER,A1,UNITE1
180,Çok yaşa.,"Будь здоров, живи долго.",KALIP İFADELER,A1,UNITE1
181,Geçmiş olsun.,"Выздоравливай(те), поправляйся(тесь).",KALIP İFADELER,A1,UNITE1
2843,Görüşürüz.,Увидимся.,KALIP İFADELER,A1,UNITE1
2844,Görüşmek üzere.,До встречи.,KALIP İFADELER,A1,UNITE1
183,Güle güle.,До свидания.,KALIP İFADELER,A1,UNITE1
184,Günaydın.,Доброе утро.,KALIP İFADELER,A1,UNITE1
185,Hoş bulduk.,Рады взаимно.,KALIP İFADELER,A1,UNITE1
186,Hoş geldin.,Добро пожаловать.,KALIP İFADELER,A1,UNITE1
187,Hoşça kal.,"До свидания, счастливо оставаться.",KALIP İFADELER,A1,UNITE1
188,Lütfen.,Пожалуйста.,KALIP İFADELER,A1,UNITE1
189,Merhaba.,"Здравствуйте, привет.",KALIP İFADELER,A1,UNITE1
190,Özür dilerim.,"Прошу прощения, извините.",KALIP İFADELER,A1,UNITE1
191,Rica ederim.,"Пожалуйста, не стоит благодарности.",KALIP İFADELER,A1,UNITE1
192,Tamam.,"Хорошо, ладно, окей.",KALIP İFADELER,A1,UNITE1
193,Tebrikler.,"Поздравляю, поздравления.",KALIP İFADELER,A1,UNITE1
194,Üzgünüm.,"Мне жаль, я сожалею.",KALIP İFADELER,A1,UNITE1
195,aç,голодный,İSİMLER,A1,UNITE2
196,açık,открытый,İSİMLER,A1,UNITE2
197,adres,адрес,İSİMLER,A1,UNITE2
198,akşam,вечер,İSİMLER,A1,UNITE2
199,alışveriş,"шопинг, покупки",İSİMLER,A1,UNITE2
200,alışveriş merkezi,торговый центр,İSİMLER,A1,UNITE2
201,alt,"низ, нижний",İSİMLER,A1,UNITE2
202,anahtar,ключ,İSİMLER,A1,UNITE2
203,artı,плюс,İSİMLER,A1,UNITE2
1153,aşçı,повар,İSİMLER,A1,UNITE2
8,avukat,адвокат,İSİMLER,A1,UNITE2
204,ay,"месяц, луна",İSİMLER,A1,UNITE2
14,banka,банк,İSİMLER,A1,UNITE2
206,bekâr,холостяк,İSİMLER,A1,UNITE2
21,bilet,билет,İSİMLER,A1,UNITE2
207,bina,здание,İSİMLER,A1,UNITE2
208,birçok,многие,İSİMLER,A1,UNITE2
209,boş,пустой,İSİMLER,A1,UNITE2
2845,bozuk,сломанный,İSİMLER,A1,UNITE2
2846,bölüm,"отдел, часть",İSİMLER,A1,UNITE2
211,bugün,сегодня,İSİMLER,A1,UNITE2
212,burada,здесь,İSİMLER,A1,UNITE2
213,bütün,"весь, целый",İSİMLER,A1,UNITE2
25,büyük,большой,İSİMLER,A1,UNITE2
214,cesur,смелый,İSİMLER,A1,UNITE2
215,ciddi,серьёзный,İSİMLER,A1,UNITE2
216,çalışkan,трудолюбивый,İSİMLER,A1,UNITE2
217,çarpı,"умножение, крестик",İSİMLER,A1,UNITE2
218,çirkin,"некрасивый, уродливый",İSİMLER,A1,UNITE2
219,çöp kutusu,мусорное ведро,İSİMLER,A1,UNITE2
220,çünkü,потому что,İSİMLER,A1,UNITE2
221,dağınık,беспорядочный,İSİMLER,A1,UNITE2
222,dar,узкий,İSİMLER,A1,UNITE2
223,dergi,журнал,İSİMLER,A1,UNITE2
224,dikkatli,внимательный,İSİMLER,A1,UNITE2
225,dikkatsiz,невнимательный,İSİMLER,A1,UNITE2
2847,doğru,правильный,İSİMLER,A1,UNITE2
226,doğum tarihi,дата рождения,İSİMLER,A1,UNITE2
41,doktor,"врач, доктор",İSİMLER,A1,UNITE2
227,dolu,полный,İSİMLER,A1,UNITE2
228,domates,помидор,İSİMLER,A1,UNITE2
229,dosya,файл,İSİMLER,A1,UNITE2
230,durak,остановка,İSİMLER,A1,UNITE2
231,duvar,стена,İSİMLER,A1,UNITE2
232,düzenli,аккуратный,İSİMLER,A1,UNITE2
233,eczacı,фармацевт,İSİMLER,A1,UNITE2
234,eğlenceli,"весёлый, занимательный",İSİMLER,A1,UNITE2
359,eski,старый,İSİMLER,A1,UNITE2
2848,eşya,вещь,İSİMLER,A1,UNITE2
236,evli,"женатый, замужем",İSİMLER,A1,UNITE2
237,fakir,бедный,İSİMLER,A1,UNITE2
238,fark,разница,İSİMLER,A1,UNITE2
239,fırın,печь,İSİMLER,A1,UNITE2
1174,form,"форма, бланк",İSİMLER,A1,UNITE2
240,gazete,газета,İSİMLER,A1,UNITE2
241,genç,молодой,İSİMLER,A1,UNITE2
243,geniş,широкий,İSİMLER,A1,UNITE2
244,güçlü,сильный,İSİMLER,A1,UNITE2
245,güçsüz,слабый,İSİMLER,A1,UNITE2
246,gün,день,İSİMLER,A1,UNITE2
247,gündüz,день,İSİMLER,A1,UNITE2
2849,güvenli,безопасный,İSİMLER,A1,UNITE2
248,hafta sonu,выходные,İSİMLER,A1,UNITE2
249,hasta,больной,İSİMLER,A1,UNITE2
250,hastane,больница,İSİMLER,A1,UNITE2
66,hemşire,медсестра,İSİMLER,A1,UNITE2
252,her zaman,всегда,İSİMLER,A1,UNITE2
253,hızlı,быстрый,İSİMLER,A1,UNITE2
2850,hostes,стюардесса,İSİMLER,A1,UNITE2
254,içecek,напиток,İSİMLER,A1,UNITE2
255,istasyon,станция,İSİMLER,A1,UNITE2
1117,itfaiyeci,пожарный,İSİMLER,A1,UNITE2
257,kaç,сколько,İSİMLER,A1,UNITE2
258,kaçıncı,который (по порядку),İSİMLER,A1,UNITE2
259,kantin,"столовая, буфет",İSİMLER,A1,UNITE2
260,kapalı,закрытый,İSİMLER,A1,UNITE2
2851,kardeş,"брат, сестра",İSİMLER,A1,UNITE2
261,kasap,мясник,İSİMLER,A1,UNITE2
262,kasiyer,кассир,İSİMLER,A1,UNITE2
264,kırmızı,красный,İSİMLER,A1,UNITE2
2852,kısa,короткий,İSİMLER,A1,UNITE2
265,kıskanç,завистливый,İSİMLER,A1,UNITE2
266,kibar,вежливый,İSİMLER,A1,UNITE2
267,kilo,"килограмм, вес",İSİMLER,A1,UNITE2
2853,kirli,грязный,İSİMLER,A1,UNITE2
268,kitaplık,"книжный шкаф, библиотека",İSİMLER,A1,UNITE2
269,kolay,лёгкий,İSİMLER,A1,UNITE2
270,komik,смешной,İSİMLER,A1,UNITE2
271,konuşkan,разговорчивый,İSİMLER,A1,UNITE2
272,koridor,коридор,İSİMLER,A1,UNITE2
273,kötü,плохой,İSİMLER,A1,UNITE2
274,kuaför,парикмахер,İSİMLER,A1,UNITE2
275,kuyumcu,ювелир,İSİMLER,A1,UNITE2
2854,küçük,маленький,İSİMLER,A1,UNITE2
276,lamba,лампа,İSİMLER,A1,UNITE2
2855,lig,лига,İSİMLER,A1,UNITE2
2856,liste,список,İSİMLER,A1,UNITE2
277,mahalle,квартал,İSİMLER,A1,UNITE2
278,manav,"зеленщик, овощной магазин",İSİMLER,A1,UNITE2
279,market,"магазин, рынок",İSİMLER,A1,UNITE2
280,mutfak,кухня,İSİMLER,A1,UNITE2
281,mutlu,счастливый,İSİMLER,A1,UNITE2
282,mutsuz,несчастный,İSİMLER,A1,UNITE2
283,nerede,где,İSİMLER,A1,UNITE2
284,nesne,"объект, предмет",İSİMLER,A1,UNITE2
285,niçin,почему,İSİMLER,A1,UNITE2
287,ofis,офис,İSİMLER,A1,UNITE2
2857,olimpiyat,олимпиада,İSİMLER,A1,UNITE2
288,orada,там,İSİMLER,A1,UNITE2
289,öğleden sonra,после полудня,İSİMLER,A1,UNITE2
120,öğretmen,учитель,İSİMLER,A1,UNITE2
290,önemli,важный,İSİMLER,A1,UNITE2
291,önemsiz,неважный,İSİMLER,A1,UNITE2
292,pahalı,дорогой,İSİMLER,A1,UNITE2
293,pastane,кондитерская,İSİMLER,A1,UNITE2
294,pembe,розовый,İSİMLER,A1,UNITE2
130,polis,"полиция, полицейский",İSİMLER,A1,UNITE2
295,postane,почта,İSİMLER,A1,UNITE2
2858,sağlam,"прочный, здоровый",İSİMLER,A1,UNITE2
302,sehpa,журнальный столик,İSİMLER,A1,UNITE2
303,sekreter,секретарь,İSİMLER,A1,UNITE2
304,semt,район,İSİMLER,A1,UNITE2
305,sessiz,тихий,İSİMLER,A1,UNITE2
306,sıcak,"горячий, тёплый",İSİMLER,A1,UNITE2
307,sıfat,прилагательное,İSİMLER,A1,UNITE2
308,sinirli,сердитый,İSİMLER,A1,UNITE2
828,soğuk,холодный,İSİMLER,A1,UNITE2
146,sokak,улица,İSİMLER,A1,UNITE2
309,sosyal,"общественный, социальный",İSİMLER,A1,UNITE2
311,şehir,город,İSİMLER,A1,UNITE2
312,şimdi,сейчас,İSİMLER,A1,UNITE2
2859,şimdilik,"пока, на данный момент",İSİMLER,A1,UNITE2
313,şişman,толстый,İSİMLER,A1,UNITE2
314,tabak,тарелка,İSİMLER,A1,UNITE2
1207,tamirci,ремонтник,İSİMLER,A1,UNITE2
315,tarih,"история, дата",İSİMLER,A1,UNITE2
316,tatil,"отпуск, каникулы",İSİMLER,A1,UNITE2
317,tehlikeli,опасный,İSİMLER,A1,UNITE2
318,tembel,ленивый,İSİMLER,A1,UNITE2
157,temiz,чистый,İSİMLER,A1,UNITE2
2860,temizlik görevlisi,уборщик,İSİMLER,A1,UNITE2
2861,tezgahtar,продавец,İSİMLER,A1,UNITE2
320,tuzlu,солёный,İSİMLER,A1,UNITE2
321,ucuz,дешёвый,İSİMLER,A1,UNITE2
322,uzak,далёкий,İSİMLER,A1,UNITE2
2862,uzun,"длинный, высокий (о человеке)",İSİMLER,A1,UNITE2
323,üst,верх,İSİMLER,A1,UNITE2
324,var,есть,İSİMLER,A1,UNITE2
845,veteriner,ветеринар,İSİMLER,A1,UNITE2
325,yakın,близкий,İSİMLER,A1,UNITE2
416,yanlış,неправильный,İSİMLER,A1,UNITE2
849,yarışma,соревнование,İSİMLER,A1,UNITE2
326,yastık,подушка,İSİMLER,A1,UNITE2
327,yaş,"возраст, мокрый",İSİMLER,A1,UNITE2
328,yaşlı,старый,İSİMLER,A1,UNITE2
329,yavaş,медленный,İSİMLER,A1,UNITE2
330,yazı tahtası,классная доска,İSİMLER,A1,UNITE2
418,yeni,новый,İSİMLER,A1,UNITE2
331,yer,место,İSİMLER,A1,UNITE2
332,yıl,год,İSİMLER,A1,UNITE2
333,yiyecek,"еда, пища",İSİMLER,A1,UNITE2
334,yoğun,"интенсивный, густой",İSİMLER,A1,UNITE2
335,yok,нет,İSİMLER,A1,UNITE2
336,yorgun,уставший,İSİMLER,A1,UNITE2
1804,yorucu,утомительный,İSİMLER,A1,UNITE2
2863,yumuşak,мягкий,İSİMLER,A1,UNITE2
337,zamir,местоимение,İSİMLER,A1,UNITE2
338,zayıf,"слабый, худой",İSİMLER,A1,UNITE2
339,zengin,богатый,İSİMLER,A1,UNITE2
2864,zor,"трудный, сложный",İSİMLER,A1,UNITE2
340,aramak,"звонить, искать",FİİLLER,A1,UNITE2
342,anne,мать,İSİMLER,A1,UNITE3
343,aynı,такой же,İSİMLER,A1,UNITE3
344,bale,балет,İSİMLER,A1,UNITE3
345,bavul,чемодан,İSİMLER,A1,UNITE3
346,beraber,вместе,İSİMLER,A1,UNITE3
2865,bilete,в билет,İSİMLER,A1,UNITE3
348,bilgisayar oyunu,компьютерная игра,İSİMLER,A1,UNITE3
349,borç,долг,İSİMLER,A1,UNITE3
350,boş zaman,свободное время,İSİMLER,A1,UNITE3
351,büfe,буфет,İSİMLER,A1,UNITE3
353,dans,танец,İSİMLER,A1,UNITE3
354,değişik,разный,İSİMLER,A1,UNITE3
355,dışarı,"наружу, снаружи",İSİMLER,A1,UNITE3
356,dizi,сериал,İSİMLER,A1,UNITE3
357,ekonomi,экономика,İSİMLER,A1,UNITE3
358,erken,рано,İSİMLER,A1,UNITE3
359,eski,старый,İSİMLER,A1,UNITE3
360,eş,"супруг, супруга",İSİMLER,A1,UNITE3
361,ev hanımı,домохозяйка,İSİMLER,A1,UNITE3
362,fabrika,фабрика,İSİMLER,A1,UNITE3
363,farklı,разный,İSİMLER,A1,UNITE3
364,fikir,идея,İSİMLER,A1,UNITE3
53,film,фильм,İSİMLER,A1,UNITE3
365,futbol,футбол,İSİMLER,A1,UNITE3
366,futbol maçı,футбольный матч,İSİMLER,A1,UNITE3
367,geç,поздно,İSİMLER,A1,UNITE3
368,gezi,"экскурсия, поездка",İSİMLER,A1,UNITE3
369,gitar,гитара,İSİMLER,A1,UNITE3
370,gösteri,шоу,İSİMLER,A1,UNITE3
371,hafta içi,будни,İSİMLER,A1,UNITE3
372,hava,погода,İSİMLER,A1,UNITE3
373,hayat,жизнь,İSİMLER,A1,UNITE3
374,hazır,готовый,İSİMLER,A1,UNITE3
375,hediye,подарок,İSİMLER,A1,UNITE3
2866,her gün/hafta/yaz,каждый день/неделю/лето,İSİMLER,A1,UNITE3
376,heyecanlı,взволнованный,İSİMLER,A1,UNITE3
377,hiçbir zaman,никогда,İSİMLER,A1,UNITE3
378,hukuk,право,İSİMLER,A1,UNITE3
379,içeri,"внутрь, внутри",İSİMLER,A1,UNITE3
380,iş yeri,рабочее место,İSİMLER,A1,UNITE3
2867,iş adamı,бизнесмен,İSİMLER,A1,UNITE3
382,işçi,рабочий,İSİMLER,A1,UNITE3
2868,kampüs,кампус,İSİMLER,A1,UNITE3
2869,kaneple,с диваном,İSİMLER,A1,UNITE3
385,kebap,кебаб,İSİMLER,A1,UNITE3
386,kızgın,"сердитый, разгневанный",İSİMLER,A1,UNITE3
387,konser,концерт,İSİMLER,A1,UNITE3
274,kuaför,парикмахер,İSİMLER,A1,UNITE3
