3586	V	V	enriquecer
3587	V	V	alargar
3588	A	A	pálido
3589	N	N	genio
3590	N	N	indicio
3591	N	N	agujero
3592	N	N	dimisión
3593	D	R	inicialmente
3594	A	A	transparente
3595	N	N	saco
3596	N	N	bebé
3597	N	N	ucd
3598	N	N	hectárea
3601	N	N	montón
3602	A	A	fotográfico
3603	N	N	restricción
3604	N	N	culto
3605	A	A	gallego
3606	N	N	criatura
3607	A	A	mutuo
3609	V	V	joder
3610	A	A	variable
3613	N	N	ambición
3614	N	N	eeuu
3615	N	N	irene
3616	N	N	castro
3617	N	N	león
3618	N	N	sustitución
3619	N	N	certeza
3620	N	N	fraude
3621	N	N	variante
3622	N	N	queja
3623	N	N	potencial
3625	A	A	vertical
3626	V	V	aliviar
3627	A	A	hondo
3628	A	A	oral
3629	N	N	mario
3630	A	A	suelto
3631	N	N	incertidumbre
3632	N	N	vapor
3635	N	N	propaganda
3636	N	N	significación
3637	V	V	deslizar
3638	N	N	demonio
3639	N	N	proposición
3640	A	A	dinámico
3641	N	N	vínculo
3642	N	N	afecto
3643	N	N	majestad
3644	N	N	celo
3647	N	N	densidad
3648	V	V	preceder
3649	N	N	mediados
3650	V	V	consagrar
3651	F	I	eh
3652	V	V	planear
3653	N	N	retiro
3654	A	A	discreto
3655	N	N	comedor
3656	N	N	convento
3657	A	A	mensual
3658	N	N	electricidad
3659	N	N	berlín
3660	N	N	carmen
3661	N	N	hueco
3662	N	N	trampa
3663	A	A	valenciano
3664	N	N	terapia
3665	N	N	carbón
3666	N	N	toque
3667	N	N	david
3668	N	N	variable
3669	A	A	televisivo
3670	V	V	rogar
3671	N	N	llamado
3672	N	N	perjuicio
3673	N	N	aplauso
3674	V	V	ilustrar
3675	N	N	cuero
3676	N	N	celda
3677	N	N	administrador
3678	N	N	guerrillero
3679	N	N	complejidad
3680	V	V	respaldar
3681	N	N	revés
3682	N	N	tve
3683	N	N	cintura
3685	N	N	cosecha
3686	N	N	azar
3687	N	N	dinámica
3688	N	N	pase
3689	N	N	eliminación
3690	N	N	rango
3692	N	N	parado
3694	A	A	alternativo
3695	D	R	básicamente
3696	A	A	voluntario
3697	N	N	retirado
3698	N	N	estatua
3699	N	N	vídeo
3700	N	N	foco
3701	N	N	comicios
3702	C	P	en torno al
3703	V	V	desatar
3705	C	C	bien que
3706	N	N	especialidad
3707	N	N	seguidor
3708	N	N	diego
3711	N	N	pañuelo
3712	D	R	de vez en cuando
3713	N	N	simpatía
3715	V	V	portar
3716	A	A	insuficiente
3717	A	A	depresivo
3718	V	V	oscilar
3719	A	A	psíquico
3720	D	R	tal y como
3721	A	A	gráfico
3722	A	A	invisible
3723	V	V	divertir
3725	N	N	aliento
3726	N	N	ficción
3727	N	N	deficiencia
3728	A	A	abstracto
3729	D	R	públicamente
3730	N	N	partícula
3731	N	N	cobertura
3732	N	N	víspera
3733	V	V	asentar
3734	N	N	pico
3735	N	N	analista
3736	N	N	adn
3737	A	A	impresionante
3738	A	A	irregular
3739	C	C	a saber
3740	N	N	molécula
3742	A	A	bruto
3743	N	N	manuel
3745	N	N	valladolid
3746	A	A	automático
3747	N	N	criado
3748	V	V	alegar
3749	N	N	seguimiento
3750	V	V	adornar
3751	A	A	gratuito
3752	A	A	inmóvil
3753	N	N	supuesto
3754	A	A	gigantesco
3755	N	N	pablo
3757	N	N	paraguay
3758	V	V	constatar
3759	V	V	coordinar
3760	N	N	pozo
3761	N	N	rector
3762	N	N	sobrino
3763	V	V	suministrar
3764	A	A	amoroso
3765	A	A	capitalista
3766	N	N	confederación
3767	V	V	adjudicar
3768	V	V	juntar
3769	N	N	aldea
3770	N	N	oxígeno
3771	A	A	digital
3772	N	N	xvi
3773	V	V	procesar
3774	N	N	india
3775	N	N	sesenta
3776	N	N	intimidad
3777	N	N	costa rica
3778	A	A	mediterráneo
3779	N	N	trimestre
3780	N	N	seminario
3781	N	N	pujol
3782	A	A	cálido
3783	N	N	reivindicación
3784	V	V	verificar
3785	V	V	poblar
3786	N	N	denominación
3788	N	N	generalitat
3789	D	R	frecuentemente
3790	N	N	porción
3792	N	N	árbitro
3793	N	N	trago
3794	N	N	oración
3795	N	N	acumulación
3796	N	N	máscara
3797	N	N	pesadilla
3799	N	N	san sebastián
3800	N	N	alcaldía
3801	N	N	grecia
3804	A	A	quieto
3805	N	N	perfección
3806	V	V	calmar
3807	N	N	marta
3808	N	N	admiración
3809	N	N	alfonso
3810	N	N	desorden
3811	A	A	expresivo
3812	V	V	alegrar
3814	A	A	consecutivo
3815	D	R	concretamente
3816	N	N	suicidio
3817	N	N	indicador
3818	N	N	capitalismo
3819	N	N	paraíso
3820	N	N	persecución
3821	N	N	monto
3822	N	N	bala
3823	N	N	pronóstico
3824	V	V	equivaler
3825	A	A	culpable
3826	N	N	navidad
3827	N	N	coincidencia
3828	N	N	contratación
3831	A	A	guapo
3832	N	N	repercusión
3833	N	N	inscripción
3834	N	N	costado
3836	V	V	evocar
3837	N	N	rito
3838	N	N	operador
3839	A	A	lateral
3840	A	A	docente
3841	N	N	alberto
3842	A	A	cruel
3843	V	V	evolucionar
3844	V	V	sujetar
3845	A	A	ausente
3846	N	N	censo
3847	N	N	lanzamiento
3848	N	N	delantero
3849	N	N	tortura
3850	N	N	discípulo
3852	N	N	xvii
3853	A	A	espléndido
3854	V	V	replicar
3855	D	R	estrictamente
3856	V	V	sancionar
3857	N	N	matemático
3858	N	N	africa
3859	N	N	holanda
3860	A	A	proveniente
3863	N	N	gobernación
3864	A	A	petrolero
3867	A	A	parecido
3868	V	V	impresionar
3869	N	N	aborto
3870	V	V	persistir
3871	A	A	maduro
3872	N	N	parto
3873	N	N	supervivencia
3874	V	V	tornar
3876	N	N	mineral
3877	N	N	barro
3878	N	N	reino unido
3880	N	N	asturias
3881	A	A	amargo
3883	N	N	palma
3886	A	A	tonto
3887	N	N	empate
3888	N	N	brigada
3889	N	N	alarma
3890	V	V	desmentir
3891	N	N	formato
3892	N	N	pariente
3893	N	N	bicicleta
3894	N	N	adversario
3896	A	A	metropolitano
3897	N	N	cocción
3898	N	M	catorce
3899	N	N	santander
3900	N	N	trama
3901	N	N	manteca
3902	A	A	mayoritario
3903	A	A	espontáneo
3904	N	N	empeño
3905	N	N	suiza
3906	N	N	cotización
3907	N	N	bailarín
3908	N	N	ferrocarril
3909	N	N	proximidad
3910	V	V	heredar
3911	N	N	fundador
3912	V	V	chocar
3913	N	N	cansancio
3914	N	N	instinto
3915	A	A	interminable
3916	V	V	sustentar
3917	A	A	palestino
3918	A	A	insólito
3919	N	M	trece
3920	V	V	dañar
3921	N	N	suárez
3922	V	V	especificar
3925	N	N	incapacidad
3926	N	N	sudor
3927	N	N	comarca
3929	N	N	elena
3930	N	N	inmigrante
3931	N	N	entendimiento
3934	N	N	dispositivo
3936	N	N	heredero
3937	N	N	virginia
3938	N	N	armonía
3940	N	N	marcos
3942	N	N	radiación
3943	N	N	fortaleza
3946	N	N	pauta
3947	N	N	rock
3948	N	N	permanencia
3949	V	V	sacrificar
3950	N	N	subvención
3951	A	A	potencial
3952	N	N	sello
3953	V	V	trascender
3954	V	V	remontar
3955	A	A	lindo
3956	D	R	de todos modos
3958	A	A	sistemático
3959	A	A	humilde
3960	N	N	indicación
3962	N	N	transcurso
3963	V	V	agravar
3964	N	N	joya
3965	V	V	manipular
3966	V	V	reanudar
3968	N	N	correspondencia
3969	A	A	recto
3970	V	V	articular
3972	A	A	contradictorio
3974	N	N	fomento
3975	N	N	fármaco
3977	N	N	almacén
3979	N	N	acero
3980	N	N	amanecer
3981	V	V	esforzar
3983	N	N	raúl
3984	N	N	catedrático
3985	N	N	enlace
3986	V	V	morder
3988	V	V	retornar
3989	N	N	billón
3990	A	A	superficial
3991	N	N	castilla
3992	N	N	órbita
3993	V	V	asombrar
3994	V	V	incidir
3995	N	N	egipto
3996	N	N	mozo
3997	N	N	cúpula
3998	A	A	ilustre
4000	D	R	despacio
4001	V	V	impartir
4002	N	N	nacionalismo
4003	N	N	monstruo
4004	A	A	rígido
4005	N	N	complicación
4006	A	A	cargado
4007	N	N	riego
4008	V	V	sobrepasar
4009	N	N	banco de españa
4010	N	N	antigüedad
4011	N	N	aislamiento
4012	N	N	redactor
4013	N	N	inspiración
4014	N	N	campamento
4015	V	V	acertar
4017	V	V	tolerar
4018	N	N	venganza
4019	N	N	interacción
4020	A	A	tributario
4021	A	A	presupuestario
4022	V	V	flotar
4023	N	N	cazador
4024	V	V	retrasar
4025	V	V	refugiar
4026	V	V	retroceder
4027	N	N	nostalgia
4028	A	A	marcado
4029	C	C	de ahí que
4030	N	N	mono
4031	N	N	sabiduría
4032	N	N	atracción
4033	N	N	rescate
4034	N	N	ente
4035	V	V	educar
4036	N	N	jugada
4037	V	V	sobrar
4038	N	N	hembra
4039	A	A	dependiente
4040	A	A	centroamericano
4041	N	N	lazo
4042	V	V	mojar
4043	N	N	ladrón
4044	N	N	prenda
4045	N	N	ramón
4046	A	A	tierno
4047	N	N	productividad
4048	N	N	innovación
4049	V	V	bloquear
4050	N	N	aproximación
4051	V	V	abundar
4052	N	N	futbolista
4053	N	N	ladrillo
4054	V	V	asentir
4055	N	N	max
4056	N	N	marcador
4057	N	N	lámina
4058	N	N	unión soviética
4059	N	N	bloqueo
4061	N	N	expedición
4062	N	N	antena
4063	D	R	propiamente
4064	A	A	horizontal
4066	V	V	movilizar
4067	N	N	sábana
4068	N	N	votante
4069	V	V	murmurar
4070	A	A	sutil
4071	N	N	grabación
4072	C	C	a la vez que
4074	D	R	sencillamente
4075	V	V	apoderar
4077	N	N	enmienda
4078	N	N	prd
4079	A	A	realista
4082	D	R	difícilmente
4083	D	R	por consiguiente
4084	N	N	narrador
4085	N	N	agricultor
4086	N	N	inauguración
4087	N	N	asilo
4088	V	V	interponer
4089	N	N	captura
4091	N	N	portero
4092	V	V	burlar
4093	N	N	motivación
4094	N	N	navarra
4095	A	A	blando
4096	V	V	albergar
4097	N	N	pretexto
4099	V	V	plantar
4100	N	N	asombro
4101	N	N	precedente
4102	N	N	revelación
4103	A	A	dominicano
4104	N	N	alusión
4106	N	N	rehén
4108	V	V	sumergir
4109	N	N	restauración
4110	A	A	ridículo
4111	A	A	fantástico
4112	N	N	repetición
4113	V	V	reponer
4114	C	P	gracias al
4115	N	N	isabel
4116	N	N	grabado
4117	A	A	andino
4118	N	N	bronce
4120	A	A	privilegiado
4121	N	N	pescador
4122	N	N	expulsión
4123	N	N	atleta
4124	N	N	lecho
4125	A	A	espeso
4126	N	N	malestar
4127	V	V	concurrir
4128	N	N	cercanía
4129	A	A	incómodo
4130	N	N	economista
4131	N	N	recorte
4132	V	V	disfrazar
4133	A	A	polémico
4134	N	N	interlocutor
4135	N	N	capilla
4137	D	R	supuestamente
4138	N	N	iv
4139	N	N	diámetro
4140	N	N	ternura
4141	N	N	insecto
4142	N	N	ayudante
4144	A	A	reservado
4145	N	N	obtención
4146	N	N	sendero
4148	N	N	muslo
4149	N	N	ganado
4150	N	N	cuenca
4152	N	N	ciudadanía
4153	A	A	defensivo
4154	N	N	canarias
4156	N	N	san juan
4157	N	N	indiferencia
4158	N	N	obsesión
4159	N	N	fabricante
4161	N	N	jerarquía
4162	N	N	metáfora
4163	N	N	financiamiento
4165	N	N	cajón
4166	N	N	puño
4168	D	R	parcialmente
4169	N	N	helicóptero
4170	N	N	quito
4171	A	A	medieval
4172	A	A	horrible
4173	N	N	viena
4174	A	A	salvaje
4175	V	V	preservar
4177	A	A	naval
4178	N	N	injusticia
4179	A	A	súbito
4180	A	A	molesto
4181	N	N	pino
4182	N	N	cirugía
4183	A	A	potente
4184	N	N	chocolate
4186	A	A	térmico
4188	N	N	algodón
4189	N	N	demostración
4191	D	R	obviamente
4192	V	V	volcar
4193	A	A	denso
4194	V	V	alentar
4195	N	N	articulación
4196	N	N	bono
4197	N	N	libra
4198	N	N	monseñor
4199	N	N	adhesión
4200	N	N	seda
4201	D	R	inclusive
4203	N	N	sucesor
4204	A	A	eficiente
4205	V	V	tranquilizar
4206	N	N	cee
4207	N	N	desesperación
4208	V	V	convivir
4209	N	N	vegetación
4210	N	N	túnel
4212	N	N	barcelona
4213	N	N	segmento
4214	N	N	rehabilitación
4215	N	N	salamanca
4216	V	V	almacenar
4217	N	N	jaime
4220	N	N	cádiz
4221	N	N	sed
4222	N	N	ironía
4224	N	N	corrección
4225	V	V	complicar
4226	N	N	configuración
4227	N	N	california
4228	N	N	procurador
4229	N	N	manipulación
4230	N	N	niebla
4231	N	N	toledo
4232	V	V	reportar
4233	N	N	implantación
4234	A	A	marítimo
4236	V	V	encarnar
4237	N	N	afp
4238	N	N	sargento
4239	A	A	hispano
4240	N	N	factura
4241	N	N	ilustración
4242	A	A	neto
4243	V	V	ensayar
4244	N	N	brillo
4245	N	N	modernización
4246	N	N	frustración
4247	A	A	sumo
4248	N	N	llanto
4249	V	V	verter
4250	N	N	roldán
4251	N	N	saludo
4252	A	A	lamentable
4253	N	N	estrato
4254	V	V	arder
4255	V	V	emerger
4256	V	V	fundir
4257	D	R	últimamente
4258	N	N	liderazgo
4259	N	N	málaga
4260	N	N	excusa
4261	N	N	diputación
4262	N	N	sumario
4263	N	M	séptimo
4264	A	A	indirecto
4266	V	V	precipitar
4267	N	N	requerimiento
4268	N	N	rafael
4269	N	N	protocolo
4270	V	V	brotar
4271	N	N	caos
4272	N	N	cocaína
4273	N	N	molestia
4274	N	N	bordo
4275	N	N	aragón
4276	D	R	fuertemente
4277	N	N	precaución
4278	N	N	vicio
4279	N	N	madurez
4280	V	V	potenciar
4281	N	N	optimismo
4282	A	A	distante
4283	N	N	acercamiento
4284	A	A	preventivo
4285	N	N	conducción
4286	A	A	cívico
4287	V	V	arrebatar
4289	V	V	decretar
4290	N	N	ratón
4291	N	N	ignorancia
4292	D	R	enfrente
4293	A	A	tenso
4294	N	N	disputa
4296	N	N	índole
4297	N	N	marqués
4298	V	V	conmover
4299	N	N	uña
4300	N	N	vinculación
4301	V	V	presenciar
4302	V	V	rozar
4303	N	N	desequilibrio
4304	N	N	recipiente
4305	N	N	ofensiva
4306	N	N	vencedor
4307	V	V	rematar
4308	A	A	supuesto
4309	A	A	sereno
4310	N	N	galo
4311	V	V	quebrar
4312	D	R	altamente
4313	N	N	monarca
4314	N	N	acusado
4316	N	N	arreglo
4317	N	N	mención
4319	N	N	dictador
4320	N	N	referéndum
4321	V	V	desencadenar
4323	V	V	complementar
4324	V	V	implantar
4325	N	N	duelo
4326	V	V	fingir
4327	N	N	ingeniería
4328	V	V	devorar
4329	D	R	puede que
4330	A	A	vasto
4331	D	R	políticamente
4332	A	A	demócrata
4333	V	V	destrozar
4334	N	N	espectro
4335	A	A	respiratorio
4336	A	A	clandestino
4337	V	V	privar
4338	A	A	imaginario
4339	N	N	fidelidad
4340	N	N	acierto
4341	N	N	campana
4343	N	N	promotor
4344	N	N	eduardo
4345	V	V	dificultar
4346	N	N	mortalidad
4347	C	P	además del
4348	N	N	abundancia
4349	V	V	infectar
4350	N	N	vih
4351	N	N	ingenio
4352	V	V	desbordar
4353	N	N	roberto
4354	N	N	servidor
4355	D	R	ampliamente
4356	N	N	cobre
4357	D	R	puramente
4358	N	N	polo
4359	N	N	especulación
4361	N	N	caña
4362	N	N	cerámica
4363	A	A	islámico
4364	N	N	telecomunicación
4365	N	N	compatriota
4366	N	N	arzobispo
4367	N	N	repertorio
4368	V	V	revolver
4369	N	N	lástima
4370	N	N	monopolio
4371	V	V	evidenciar
4373	N	N	cenizo
4374	F	I	vaya
4375	V	V	desembocar
4376	A	A	ibérico
4377	N	N	andrés
4378	V	V	sumir
4380	N	N	flota
4381	N	N	lobo
4382	N	N	aspirante
4383	A	A	nicaragüense
4384	N	N	legislatura
4385	A	A	coherente
4386	N	N	reconstrucción
4387	N	N	hongo
4388	N	N	magia
4389	N	N	gamo
4390	N	N	maquinaria
4391	A	A	boliviano
4392	A	A	alcohólico
4393	V	V	debilitar
4394	N	N	aroma
4395	N	N	amparo
4396	N	N	despedido
4397	N	N	ubicación
4399	N	N	clarín
4400	N	N	garcía
4401	V	V	aplastar
4402	N	N	apartamento
4403	N	N	ee uu
4404	N	N	bota
4405	V	V	enfriar
4407	A	A	móvil
4408	N	N	rentabilidad
4409	N	N	video
4410	A	A	destinado
4411	A	A	subjetivo
4412	V	V	felicitar
4413	N	N	alivio
4414	N	N	narración
4415	N	N	setenta
4416	N	N	banquero
4417	N	N	jurisdicción
4418	N	N	átomo
4419	N	N	calificación
4420	N	N	eficiencia
4421	A	A	subterráneo
4422	N	N	justificación
4423	N	N	maravilla
4424	N	N	desprecio
4425	A	A	favorito
4426	N	N	centroamérica
4428	N	N	bolívar
4429	N	N	discriminación
4430	N	N	carcajada
4431	V	V	navegar
4432	V	V	criar
4433	N	N	mediterráneo
4434	N	N	laura
4435	N	N	precipitación
4437	A	A	alimentario
4438	N	N	problemática
4439	N	N	paco
4440	A	A	inquieto
4441	V	V	insinuar
4442	N	N	pimienta
4443	N	N	confesión
4444	N	N	pastor
4445	A	A	explícito
4446	A	A	forestal
4447	N	N	énfasis
4448	N	N	altar
4449	C	P	debido al
4450	N	N	baloncesto
4451	N	N	dictamen
4452	A	A	sustancial
4453	N	N	gasolina
4454	A	A	sentimental
4455	V	V	prescindir
4456	A	A	erótico
4457	N	N	australia
4459	N	N	penumbra
4460	V	V	premiar
4461	V	V	asaltar
4462	N	N	gremio
4463	N	N	ortega
4464	N	N	trascendencia
4465	N	N	alicia
4466	N	N	charla
4467	N	N	hb
4468	N	N	intervalo
4469	C	P	a pesar del
4470	V	V	conferir
4471	A	A	tropical
4472	N	N	parámetro
4473	N	N	rebelión
4474	A	A	mudo
4475	C	P	conforme a
4477	V	V	explorar
4478	V	V	arrepentirse
4479	V	V	prevalecer
4480	N	N	catástrofe
4481	V	V	predominar
4482	V	V	recortar
4483	A	A	brusco
4484	N	N	exploración
4485	D	R	independientemente
4486	N	N	manga
4488	N	N	consolidación
4490	A	A	matemático
4493	N	N	carbono
4494	V	V	moler
4495	N	N	deportista
4497	N	N	desconfianza
4498	A	A	frágil
4499	A	A	guerrillero
4501	N	N	pedido
4502	N	N	burgos
4503	C	P	de cara a
4504	A	A	separado
4506	C	P	en base a
4507	N	N	importe
4509	N	N	saldo
4510	N	N	confrontación
4511	N	N	sugerencia
4512	N	N	moncloa
4513	N	N	encanto
4514	V	V	traicionar
4515	N	N	gigante
4516	A	A	ambicioso
4517	N	N	timbre
4520	A	A	marxista
4521	V	V	torear
4522	N	N	seña
4523	N	N	conveniencia
4524	N	N	tambor
4525	N	N	euskadi
4526	C	P	acerca del
4527	A	A	exagerado
4528	A	A	asociado
4529	N	N	trigo
4530	N	N	rastro
4531	A	A	indudable
4532	V	V	reposar
4533	N	N	normalidad
4534	N	N	macho
4535	N	N	infante
4536	N	N	bacteria
4538	A	A	fatal
4539	N	N	inseguridad
4540	N	N	realismo
4541	N	N	elector
4542	V	V	puntualizar
4543	N	N	tumor
4544	A	A	conceptual
4545	N	N	laguna
4546	V	V	apelar
4547	A	A	prestigioso
4548	N	N	extradición
4549	N	N	patología
4550	V	V	arriesgar
4551	V	V	complacer
4552	N	N	cañón
4554	N	N	tolerancia
4555	N	N	lata
4558	N	N	abrazo
4559	N	N	designación
4560	D	R	excesivamente
4561	A	A	quirúrgico
4562	V	V	demorar
4563	V	V	colar
4564	V	V	cancelar
4565	N	N	reclamo
4566	V	V	recobrar
4568	D	R	afortunadamente
4569	N	N	león
4570	N	N	bosnia
4571	N	N	escasez
4572	N	N	bestia
4573	V	V	eludir
4574	A	A	determinante
4576	V	V	derribar
4577	A	A	franco
4579	N	N	ficha
4580	N	N	volante
4581	N	N	inés
4582	D	R	continuamente
4583	A	A	aceptable
4584	N	N	catálogo
4585	D	R	libremente
4586	A	A	progresista
4587	N	N	autopista
4589	A	A	satisfactorio
4590	N	N	manta
4591	D	R	esencialmente
4592	N	N	escritorio
4594	N	N	diligencia
4595	N	N	boletín
4596	N	N	jorge
4597	A	A	pasivo
4598	V	V	emocionar
4600	A	A	barroco
4602	N	N	rodríguez
4603	N	N	inocencia
4604	A	A	materno
4606	V	V	bautizar
4607	N	N	mariana
4608	V	V	intuir
4609	A	A	sandinista
4610	A	A	solemne
4612	D	R	tradicionalmente
4613	N	N	delirio
4614	N	N	reagan
4616	V	V	conllevar
4617	V	V	adherir
4618	N	N	suministro
4619	N	N	matanza
4620	A	A	suizo
4621	N	N	globo
4622	N	N	certamen
4623	A	A	competente
4624	A	A	harto
4625	A	A	óptimo
4627	V	V	respectar
4628	N	N	amnistía
4630	N	N	eva
4631	V	V	internar
4632	A	A	afectado
4633	N	N	compuesto
4634	V	V	activar
4635	N	N	salvación
4636	A	A	burgués
4637	N	N	creatividad
4638	D	R	post merídiem
4639	N	N	firmeza
4640	N	N	cooperativa
4642	V	V	ofender
4643	N	N	caudillo
4644	N	N	gráfico
4645	N	N	fax
4646	N	N	pabellón
4647	N	N	pulso
4648	A	A	sabio
4649	N	N	cerro
4650	V	V	alojar
4651	N	N	credibilidad
4652	N	N	océano
4654	V	V	gestionar
4655	A	A	inconsciente
4657	N	N	cueva
4658	A	A	inverso
4659	V	V	alternar
4660	C	P	cosa de
4661	V	V	sentenciar
4663	N	N	constancia
4664	N	N	balanza
4665	D	R	seriamente
4666	A	A	sospechoso
4667	N	N	iberia
4668	N	N	oyente
4669	N	N	ira
4670	V	V	rebajar
4671	N	N	monasterio
4673	V	V	meditar
4674	N	N	fracción
4675	N	N	organizador
4676	A	A	rebelde
4677	V	V	transferir
4678	N	N	pinochet
4679	N	N	adopción
4680	N	N	asia
4681	N	N	serpiente
4682	N	N	vera
4683	N	N	implicación
4684	A	A	socioeconómico
4685	A	A	estúpido
4686	V	V	soplar
4687	N	N	estimación
4688	N	N	ochenta
4689	V	V	distraer
4690	N	N	embarcación
4691	N	N	portada
4692	D	R	lógicamente
4693	N	N	encargo
4694	N	N	ana
4696	N	N	validez
4697	V	V	copiar
4698	A	A	atlántico
4699	D	R	suavemente
4700	N	N	divorcio
4701	N	N	hormona
4702	V	V	insertar
4703	A	A	holandés
4704	N	N	bélgica
4705	A	A	inédito
4706	N	N	tribuna
4708	V	V	apresurar
4709	N	N	vena
4710	V	V	ingerir
4711	N	N	ordenamiento
4712	A	A	arquitectónico
4713	D	R	diariamente
4714	V	V	posar
4715	A	A	tibio
4716	A	A	musulmán
4717	N	N	jinete
4718	N	N	prado
4719	N	N	reposo
4720	N	N	cauce
4722	A	A	reconocido
4723	N	N	imposibilidad
4724	N	N	ramo
4725	N	N	tigre
4726	N	N	milán
4727	N	N	querella
4728	N	N	jefatura
4729	N	N	desfile
4731	A	A	borracho
4732	A	A	propicio
4733	A	A	atómico
4734	A	A	consistente
4735	N	N	raya
4736	N	N	vaticano
4737	D	R	específicamente
4738	N	N	santo domingo
4739	V	V	tumbar
4740	N	N	pib
4741	V	V	asimilar
4742	N	N	grandeza
4743	V	V	comparecer
4744	N	N	semestre
4745	N	N	subasta
4746	A	A	bilateral
4747	V	V	amparar
4748	N	N	suecia
4749	A	A	continental
4750	N	N	vocero
4751	N	N	pánico
4752	A	A	interesado
4754	V	V	encoger
4755	N	N	tomás
4756	N	N	engaño
4757	N	N	tribu
4758	A	A	preparado
4760	A	A	fronterizo
4761	N	N	brujo
4763	V	V	despojar
4764	N	N	cubierta
4765	N	N	computadora
4766	N	N	tour
4767	N	N	compensación
4768	V	V	postular
4771	N	N	traición
4772	D	R	considerablemente
4773	A	A	sanguíneo
4774	A	A	bravo
4775	V	V	escurrir
4776	N	N	parroquia
4777	A	A	vulgar
4778	V	V	despreciar
4780	N	N	catalunya
4781	N	N	fujimori
4782	V	V	exceder
4783	N	N	comprador
4784	N	N	modernidad
4785	N	N	rutina
4786	A	A	brutal
4787	N	N	yema
4788	N	N	reportero
4789	A	A	tardío
4790	N	N	casa blanca
4791	N	N	subsecretario
4792	N	N	urbanización
4793	N	N	fusil
4794	N	N	envío
4795	N	N	gabriel
4796	N	N	dureza
4797	N	N	negativa
4799	A	A	nulo
4800	N	N	perejil
4801	N	N	protagonismo
4802	A	A	narrativo
4803	N	N	módulo
4804	A	A	notorio
4805	A	A	transitorio
4806	N	N	ecuación
4807	A	A	helado
4808	V	V	encarar
4809	D	R	al fin y al cabo
4810	V	V	reprimir
4811	N	N	terremoto
4812	V	V	deteriorar
4813	N	N	cucharadita
4815	V	V	exportar
4816	A	A	contundente
4817	N	N	oriente
4818	N	N	molde
4819	N	N	cuadra
4820	N	N	complicidad
4821	V	V	retomar
4822	N	N	faena
4823	A	A	nuboso
4824	V	V	dimitir
4825	A	A	inminente
4826	V	V	vaciar
4827	V	V	posibilitar
4828	N	N	polonia
4829	N	N	colocación
4830	V	V	traspasar
4831	A	A	minero
4832	N	N	bando
4834	N	N	comunismo
4835	N	N	corteza
4836	N	N	cuesta
4837	V	V	enmarcar
4838	N	N	complemento
4839	V	V	fundamentar
4840	A	A	demográfico
4841	V	V	aislar
4843	V	V	estructurar
4846	V	V	reafirmar
4847	N	N	umbral
4848	N	N	lienzo
4849	A	A	unitario
4850	N	N	mm
