956	N	entidad
957	N	sitio
958	N	aplicación
959	A	adecuado
962	D	aun
963	A	enorme
966	V	contemplar
968	N	capítulo
969	V	guardar
970	N	provincia
971	V	asumir
973	V	consistir
974	C	gracias a
975	V	registrar
976	N	coche
977	V	asistir
978	V	controlar
979	A	definitivo
980	V	denominar
981	A	rápido
982	N	piedra
983	N	gesto
984	V	acusar
985	V	someter
986	N	distancia
987	N	pintura
988	N	instituto
989	V	caber
990	N	destino
991	N	demanda
992	N	bien
993	A	corto
994	A	mínimo
996	N	actuación
997	N	violencia
998	N	parís
999	V	separar
1000	V	introducir
1002	C	de acuerdo con
1003	V	reír
1004	N	cifra
1006	N	exposición
1007	D	solamente
1008	N	conversación
1011	N	mensaje
1013	V	generar
1015	A	imposible
1016	D	mañana
1017	N	revista
1018	N	chico
1019	D	asimismo
1020	A	judicial
1021	V	valer
1023	N	pieza
1024	N	discurso
1025	N	constitución
1026	N	década
1027	V	retirar
1029	V	incorporar
1030	N	peligro
1031	N	alcalde
1032	N	alimento
1034	N	oro
1035	V	mandar
1037	N	lenguaje
1038	V	convencer
1039	N	víctima
1040	N	empresario
1041	D	primero
1042	A	similar
1044	N	intervención
1046	N	listo
1047	N	gestión
1048	N	gasto
1052	N	territorio
1053	V	emplear
1054	N	marco
1055	N	jornada
1056	C	a la que
1058	N	ambiente
1059	N	presupuesto
1060	V	comprobar
1061	A	tradicional
1062	N	vehículo
1063	V	atender
1064	N	red
1065	V	exponer
1067	A	pobre
1068	A	pleno
1070	N	hoja
1072	N	piel
1073	V	partir
1074	D	no obstante
1075	N	individuo
1076	A	reciente
1078	N	alma
1079	A	concreto
1081	A	abierto
1084	D	jamás
1085	N	procedimiento
1087	N	espíritu
1090	A	positivo
1092	A	extraño
1094	N	gusto
1096	V	sorprender
1099	N	flor
1100	V	causar
1101	V	avanzar
1102	A	armado
1103	N	masa
1104	N	viento
1106	D	alrededor
1109	A	familiar
1110	N	reacción
1111	V	conservar
1114	N	oficina
1115	N	alumno
1116	N	propósito
1117	N	comité
1118	N	palacio
1119	N	nota
1120	N	versión
1121	N	referencia
1125	N	disposición
1126	A	escaso
1127	N	junta
1129	V	ejercer
1130	A	correspondiente
1131	V	coincidir
1132	A	religioso
1133	A	peor
1134	N	guardia
1135	A	preciso
1136	C	respecto a
1137	N	influencia
1138	V	despertar
1139	V	limitar
1140	N	sombra
1141	A	extranjero
1142	N	temperatura
1143	V	rodear
1144	N	pared
1145	V	instalar
1146	V	intervenir
1147	N	pasado
1148	V	contribuir
1149	A	puro
1150	V	identificar
1151	V	tirar
1153	N	labor
1154	N	argentina
1155	V	implicar
1157	N	cadena
1158	N	unión
1159	N	visión
1161	N	conferencia
1162	A	urbano
1163	D	detrás
1164	N	verano
1165	N	representación
1166	N	superficie
1167	N	selección
1169	N	ventana
1171	V	prestar
1172	V	componer
1174	N	poeta
1175	N	temporada
1177	N	caballo
1178	N	ataque
1180	N	kilómetro
1182	N	colegio
1183	N	contra
1184	A	jurídico
1185	N	fase
1188	N	conducta
1190	N	soldado
1192	N	frase
1194	N	compromiso
1195	N	diálogo
1196	D	realmente
1198	N	sensación
1202	N	acceso
1203	V	facilitar
1206	A	regional
1207	N	dios
1208	N	árbol
1209	N	frecuencia
1212	N	crédito
1213	V	bastar
1214	N	muestra
1218	N	droga
1219	N	parlamento
1220	N	transporte
1221	R	os
1224	N	delito
1225	V	merecer
1226	A	específico
1227	V	transformar
1228	N	victoria
1230	N	instante
1231	N	triunfo
1232	N	ritmo
1233	V	proceder
1234	D	directamente
1235	N	tono
1236	N	ámbito
1237	N	intento
1238	A	legal
1241	N	vivienda
1242	N	par
1243	V	revelar
1245	N	total
1247	N	perro
1249	V	salvar
1250	V	apuntar
1251	V	tender
1252	V	sumar
1253	N	debate
1254	N	mecanismo
1255	N	instalación
1256	V	destinar
1257	N	iniciativa
1258	A	frío
1259	N	sujeto
1260	N	gracia
1261	N	plano
1262	N	pago
1263	N	toro
1266	N	comienzo
1268	N	tecnología
1269	V	casar
1270	N	deudo
1271	N	carretero
1272	C	acerca de
1273	N	evolución
1275	N	la
1276	N	caja
1279	V	trasladar
1280	D	totalmente
1281	N	raíz
1282	N	generación
1283	V	calificar
1284	A	cubano
1285	V	interpretar
1287	V	notar
1288	V	reflejar
1291	A	eléctrico
1292	C	en torno a
1293	V	elaborar
1294	N	edición
1299	N	audiencia
1300	N	agencia
1301	A	previo
1303	A	breve
1304	N	asamblea
1305	V	cometer
1307	V	recorrer
1309	N	cuarto
1310	N	presidencia
1313	N	costa
1315	N	volumen
1316	V	vencer
1317	N	protección
1318	N	calor
1319	A	doble
1320	N	estrella
1322	A	laboral
1323	N	tasa
1324	A	americano
1328	V	cobrar
1329	V	estimar
1331	A	externo
1332	V	amar
1333	N	oferta
1334	V	emitir
1335	D	simplemente
1336	N	clave
1337	V	sonar
1338	N	el
1339	N	avión
1340	A	feliz
1341	V	escapar
1343	N	gobernador
1345	V	aportar
1346	V	proporcionar
1347	A	artístico
1350	A	clásico
1351	N	rato
1353	R	menos
1354	N	italia
1355	N	sonido
1356	A	federal
1358	N	perspectivo
1359	V	eliminar
1361	N	aparato
1363	N	ejecutivo
1364	A	cercano
1365	V	convocar
1366	C	si bien
1367	A	junto
1368	N	lector
1369	D	igual
1370	N	copa
1371	N	cárcel
1373	A	permanente
1374	A	sexual
1376	N	opción
1377	N	velocidad
1378	V	figurar
1379	N	mamá
1380	N	gol
1381	N	literatura
1382	C	frente al
1384	N	respeto
1385	N	ausencia
1386	N	alemania
1390	A	posterior
1391	N	habitante
1392	N	órgano
1393	A	independiente
1394	N	comportamiento
1395	A	interesante
1396	N	signo
1397	N	actualidad
1398	N	firma
1399	N	puerto
1400	N	cuidado
1401	N	tamaño
1402	N	espectáculo
1403	N	división
1404	A	musical
1406	N	preocupación
1407	V	discutir
1408	A	habitual
1409	N	muerto
1410	V	comunicar
1411	N	accidente
1413	A	constitucional
1414	V	otorgar
1415	V	modificar
1416	N	personal
1417	N	impresión
1418	N	fórmula
1419	N	banda
1420	V	convenir
1421	A	inferior
1422	N	enseñanza
1424	A	deportivo
1425	D	quizás
1426	D	delante
1427	A	británico
1428	N	categoría
1430	N	fiscal
1431	A	femenino
1432	N	mil
1433	N	conclusión
1435	N	viejo
1436	D	prácticamente
1439	N	género
1441	N	príncipe
1442	V	distinguir
1443	V	dominar
1445	N	bolsa
1446	V	sustituir
1447	V	nombrar
1449	A	estatal
1450	V	durar
1451	D	recién
1452	A	intenso
1454	A	individual
1455	N	misión
1456	A	catalán
1457	A	elevado
1458	N	presentación
1459	V	pronunciar
1460	N	portavoz
1461	A	moral
1463	N	enemigo
1464	N	explicación
1467	V	luchar
1470	A	frecuente
1471	D	por supuesto
1472	A	colectivo
1473	A	seco
1474	V	disminuir
1475	V	condenar
1476	N	lluvia
1477	V	precisar
1479	A	entero
1480	N	hacienda
1482	N	frontera
1483	N	incremento
1484	N	margen
1485	A	relativo
1486	V	justificar
1487	D	por lo menos
1488	N	venezuela
1489	N	dueño
1490	N	grito
1492	V	percibir
1493	D	tal
1494	N	canal
1495	V	manejar
1496	A	vasco
1497	N	regla
1499	N	corriente
1500	N	extremo
1501	N	dimensión
1503	V	marchar
1504	N	daño
1506	A	activo
1512	V	destruir
1515	N	tratado
1516	V	atravesar
1517	A	semejante
1518	N	señal
1519	N	distribución
1521	N	aparición
1523	N	federación
1524	N	segundo
1525	N	máquina
1526	N	carga
1527	A	negativo
1528	V	elevar
1529	V	amenazar
1531	N	profesional
1532	N	sede
1533	A	sencillo
1534	N	alianza
1535	A	fiscal
1537	V	caracterizar
1538	N	militar
1540	N	acontecimiento
1542	N	temor
1543	A	diario
1544	N	pecho
1545	N	pintor
1546	N	llegada
1547	N	ruido
1548	V	enterar
1549	N	liga
1551	N	resolución
1552	A	hermoso
1553	V	esconder
1556	V	operar
1558	A	literario
1559	A	extraordinario
1561	N	matrimonio
1563	D	debajo
1564	A	supremo
1565	N	interpretación
1566	N	alternativa
1567	V	ubicar
1569	V	atribuir
1570	N	célula
1571	C	junto con
1572	A	complejo
1573	A	esencial
1574	A	anual
1575	N	obligación
1577	A	inicial
1578	V	devolver
1579	V	investigar
1580	A	constante
1581	A	bello
1582	N	doce
1583	A	revolucionario
1585	A	perfecto
1586	N	testigo
1588	N	fe
1589	V	atrever
1590	D	probablemente
1592	N	sección
1593	N	disco
1594	N	labio
1595	N	decreto
1596	V	favorecer
1597	A	administrativo
1600	V	dividir
1601	V	pegar
1602	V	reclamar
1603	V	encargar
1604	N	herido
1605	A	occidental
1606	N	capitán
1607	D	posteriormente
1609	N	funcionamiento
1611	N	brasil
1613	D	igualmente
1614	N	registro
1615	N	buenos aires
1616	A	peligroso
1617	N	pacto
1618	V	saltar
1619	N	secreto
1621	N	extranjero
1622	N	filosofía
1623	N	empleado
1624	A	comunista
1625	A	excelente
1627	N	reducción
1628	N	costo
1629	N	caído
1630	N	mente
1632	D	inmediatamente
1634	N	búsqueda
1635	N	concentración
1636	V	derivar
1638	N	sustancia
1640	V	presidir
1641	N	ciclo
1642	N	gas
1643	V	ocultar
1645	R	conmigo
1646	N	componente
1647	N	nueva york
1650	N	índice
1651	N	crimen
1652	A	educativo
1653	A	interior
1654	N	mal
1655	A	latino
1656	N	protesta
1657	N	resistencia
1659	N	comentario
1660	N	facultad
1661	V	cuidar
1662	A	existente
1663	C	nada más
1664	V	apreciar
1665	N	gonzález
1666	N	espejo
1668	V	consultar
1669	N	experto
1670	N	asesinato
1671	N	continuación
1672	V	huir
1673	N	colaboración
1674	N	avance
1675	D	por lo tanto
1676	N	prisión
1677	A	crítico
1678	V	transmitir
1679	N	papa
1681	V	confiar
1683	N	partida
1685	A	secreto
1686	V	alejar
1687	A	parlamentario
1688	A	seguido
1689	V	medir
1692	N	culpa
1693	A	sindical
1695	N	preso
1696	N	realización
1697	V	incrementar
1699	N	indio
1701	N	virtud
1702	N	discusión
1703	N	sexo
1704	N	fundación
1705	N	postura
1706	N	poesía
1707	A	lento
1708	V	ignorar
1709	A	loco
1710	V	ingresar
1711	N	barco
1712	N	denuncia
1713	D	únicamente
1714	N	mil
1715	N	luna
1718	N	compra
1719	D	como
1721	N	espectador
1722	V	soñar
1724	N	vicepresidente
1725	A	presidencial
1726	N	batalla
1727	N	concepción
1728	V	carecer
1729	V	comprometer
1730	N	localidad
1731	N	pasión
1732	N	código
1733	D	principalmente
1737	V	montar
1738	N	municipio
1739	N	equilibrio
1740	A	efectivo
1743	V	arrastrar
1744	N	porcentaje
1745	N	clima
1746	N	gana
1747	D	acaso
1748	V	encender
1749	V	perseguir
1751	N	senador
1753	A	mental
1755	V	atacar
1756	N	consideración
1757	A	continuo
1758	N	moneda
1759	A	lógico
1760	N	quince
1762	V	negociar
1763	A	múltiple
1765	D	generalmente
1767	D	por fin
1768	V	promover
1770	N	publicación
1771	N	establecimiento
1772	V	callar
1773	V	disfrutar
1774	V	recurrir
1775	N	hogar
1776	N	automóvil
1777	V	vincular
1778	N	composición
1781	N	diseño
1782	N	londres
1783	N	recuperación
1784	N	inicio
1785	N	fruto
1787	N	paisaje
1788	N	belleza
1789	A	notable
1790	N	depresión
1791	N	corrupción
1792	N	esquema
1793	V	oponer
1794	V	encerrar
1795	N	religión
1796	N	reconocimiento
1797	V	experimentar
1800	N	sentencia
1801	N	autonomía
1803	N	planeta
1804	D	aproximadamente
1805	V	confesar
1806	A	caliente
1807	N	honor
1808	A	católico
1809	V	completar
1810	N	embajador
1811	V	criticar
1812	V	calcular
1813	N	tabla
1814	N	roma
1815	A	intelectual
1816	N	socio
1817	N	oficial
1818	N	círculo
1819	N	plata
1820	V	colgar
1821	N	ii
1822	D	perfectamente
1824	N	dominio
1825	V	interrumpir
1826	A	poderoso
1827	D	claramente
1828	N	socialista
1829	N	apertura
1831	N	periodo
1832	N	campeón
1834	N	despacho
1835	N	petición
1836	N	reflexión
1838	N	cuento
1839	A	cristiano
1841	N	observación
1842	N	investigador
1844	N	garantía
1846	A	policial
1847	N	respecto
1848	V	arrancar
1850	D	recientemente
1854	N	vuelo
1855	N	pista
1856	N	transformación
1857	V	juzgar
1858	V	tardar
1859	F	ah
1860	A	universal
1862	N	rama
1863	N	modificación
1864	A	fino
1866	A	aéreo
1870	N	santiago
1871	N	moda
1872	N	atentado
1873	N	guatemala
1874	V	soportar
1875	N	preparación
1876	V	equivocar
1877	N	washington
1878	A	químico
1880	V	subrayar
1881	C	a través del
1882	N	productor
1885	N	inteligencia
1886	N	cadáver
1887	V	perdonar
1889	C	bien
1894	N	significado
1895	C	al igual que
1896	A	global
1898	N	olor
1899	A	penal
1900	V	resistir
1901	A	tecnológico
1903	N	festival
1904	A	telefónico
1906	N	placer
1908	V	renunciar
1909	N	papá
1910	V	influir
1911	N	punta
1912	V	disparar
1913	V	golpear
1914	A	inmenso
1915	N	definición
1917	N	acusación
1918	N	auto
1919	D	desde luego
1920	N	coronel
1921	A	firme
1922	V	soltar
1923	V	detectar
1924	C	en relación con
1925	A	presunto
1927	V	cargar
1928	V	suspender
1929	V	ejecutar
1930	N	especialista
1931	A	útil
1932	V	finalizar
1933	N	alcohol
1934	V	conformar
1936	N	tren
1937	A	orgánico
1939	N	utilización
1940	N	mando
1942	N	potencia
1943	V	invertir
1944	A	menudo
1945	V	alzar
1946	V	gozar
1947	N	progreso
1948	A	salvo
1949	N	patria
1950	V	acceder
1951	V	padecer
1952	N	campesino
1953	N	anuncio
1954	N	residencia
1955	D	seguramente
1956	A	eficaz
1957	A	consciente
1958	D	nuevamente
1960	N	cultivo
1962	A	infantil
1963	A	conocido
1964	V	envolver
1965	N	solidaridad
1966	N	instancia
1968	N	cooperación
1970	N	exportación
1971	N	hambre
1972	N	consejero
1973	N	oficio
1974	D	rápidamente
1977	A	lejano
1978	A	brillante
1979	N	llamada
1980	N	entorno
1981	N	poema
1982	N	columna
1983	V	originar
1984	D	en cuanto
1985	N	local
1986	N	intensidad
1988	V	asesinar
1989	N	héroe
1991	N	risa
1992	N	capa
1995	N	aventura
1996	A	violento
1998	N	polvo
1999	N	tropa
2000	N	pausa
2001	V	seleccionar
2002	V	quemar
2003	N	elaboración
2004	N	liberación
2006	V	robar
2007	A	creciente
2008	V	procurar
2009	N	nicaragua
2010	N	miami
2011	A	correcto
2013	A	izquierdo
2014	N	amistad
2015	N	motor
2016	V	acostumbrar
2018	V	girar
2019	C	con respecto a
2020	A	curioso
2021	A	liberal
2022	V	formular
2023	V	gobernar
2024	N	exterior
2025	A	colombiano
2026	N	exceso
2027	N	madrugada
2028	A	ejecutivo
2029	N	cumbre
2030	A	nuclear
2031	N	dibujo
2032	N	derrota
2033	V	desplazar
2034	V	orientar
2035	N	quinto
2037	N	propietario
2038	V	repartir
2039	N	torneo
2041	V	proyectar
2044	N	símbolo
2045	V	arrojar
2046	A	respectivo
2048	N	geografía
2051	N	suma
2052	N	consulta
2054	A	limpio
2055	A	rural
2056	N	pobre
2057	N	concurso
2058	A	práctico
2059	V	herir
2060	N	borde
2061	V	variar
2062	N	exigencia
2063	N	comandante
2064	V	asociar
2065	N	obispo
2067	V	liberar
2068	N	cerebro
2069	A	ideológico
2070	V	volar
2071	N	asistencia
2072	V	designar
2074	N	variedad
2075	D	completamente
2076	A	procedente
2077	N	impulso
2078	N	tiro
2079	N	colección
2080	A	fresco
2081	N	bandera
2082	V	concentrar
2083	V	encabezar
2084	A	legislativo
2086	A	monetario
2087	D	cuándo
2088	N	entrega
2089	N	secretaría
2090	N	suceso
2091	C	en lugar de
2092	N	proporción
2094	N	núcleo
2095	N	humor
2096	V	descender
2097	N	frío
2098	A	débil
2099	V	hundir
2100	N	dependencia
2101	A	sanitario
2102	N	laboratorio
2103	N	felipe gonzález
2104	N	patio
2105	V	inclinar
2106	N	delegación
2107	V	saludar
2108	A	gubernamental
2109	N	paseo
2110	N	bomba
2111	N	directivo
2112	N	avenida
2113	A	desnudo
2114	N	espera
2115	C	a partir del
2117	V	transcurrir
2118	A	extremo
2119	R	demasiado
2120	N	petróleo
2121	D	cuanto
2122	A	comunitario
2123	V	fallecer
2124	V	especializar
2127	N	coste
2128	A	radical
2129	V	dictar
2130	A	terrible
2131	A	contemporáneo
2132	A	excesivo
2133	V	acumular
2134	N	familiar
2138	N	extensión
2139	V	atraer
2140	N	bloque
2141	V	disputar
2142	A	ambiental
2143	A	productivo
2144	N	seno
2145	N	emisión
2146	N	déficit
2147	A	primario
2149	N	treinta
2152	A	latinoamericano
2154	D	absolutamente
2155	N	soledad
2156	N	presente
2157	N	emisor
2158	V	asomar
2160	N	patrón
2161	N	retrato
2162	N	clasificación
2163	V	emprender
2164	N	invierno
2165	N	lesión
2166	A	empresarial
2169	D	definitivamente
2170	C	de modo que
2171	V	adaptar
2172	N	busca
2173	N	tanto
2174	N	remedio
2175	N	duración
2176	V	descartar
2177	A	agrícola
2178	V	concebir
2179	N	ejecución
2181	N	humanidad
2182	A	santo
2183	N	totalidad
2184	N	academia
2185	D	exactamente
2186	N	dictadura
2187	V	desconocer
2188	C	junto al
2189	N	mezcla
2190	V	distribuir
2191	A	favorable
2193	N	nacimiento
2194	N	agricultura
2195	A	vital
2196	N	eje
2197	N	orquesta
2198	N	testimonio
2199	N	enfrentamiento
2200	A	cotidiano
2201	N	alteración
2202	N	diagnóstico
2203	V	optar
2204	D	fundamentalmente
2206	V	arreglar
2207	N	ceremonia
2208	N	estatuto
2209	N	proteína
2210	A	decisivo
2211	V	colaborar
2212	N	encuesta
2213	V	combatir
2214	N	botella
2215	N	universo
2216	A	chileno
2217	N	traje
2218	V	alimentar
2220	A	madrileño
2221	N	fila
2222	A	estrecho
2223	N	escándalo
2225	A	pendiente
2226	N	tejido
2227	N	inglaterra
2228	N	muro
2229	C	respecto de
2230	N	fábrica
2231	D	naturalmente
2232	A	institucional
2233	V	fabricar
2234	V	desempeñar
2235	N	hierro
2236	A	desconocido
2237	N	rival
2238	V	apartar
2239	V	acoger
2241	V	inaugurar
2242	N	oreja
2243	V	alterar
2244	V	escoger
2246	N	taller
2247	N	regreso
2250	V	revisar
2252	V	agradecer
2253	N	ruta
2254	N	rayo
2255	A	sólido
2256	N	dosis
2257	N	inflación
2258	A	soviético
2261	A	muerto
2263	N	examen
2264	A	geográfico
2265	N	toma
2266	N	angustia
2267	A	teórico
2268	V	beneficiar
2269	N	orientación
2270	N	explotación
2271	A	formal
2272	N	cáncer
2273	N	cálculo
2274	N	coalición
2275	N	sacerdote
2276	N	científico
2277	A	bancario
2278	V	constar
2279	N	eficacia
2280	D	exclusivamente
2282	V	difundir
2283	N	estancia
2285	V	reforzar
2287	N	templo
2288	N	fortuna
2289	N	techo
2290	N	continente
2292	N	japón
2293	V	grabar
2294	N	promoción
2295	N	facilidad
2296	V	iluminar
2297	V	animar
2299	N	evaluación
2300	V	brindar
2303	N	transición
2305	N	ópera
2306	N	homenaje
2309	N	tesis
2310	N	novedad
2311	F	ay
2312	D	respectivamente
2313	N	galería
2314	V	lavar
2315	N	afirmación
2317	N	imaginación
2319	C	mas
2320	N	descenso
2321	V	pasear
2322	N	satisfacción
2323	D	lentamente
2324	V	empujar
2325	A	clínico
2326	V	limpiar
2327	A	informativo
2328	V	apagar
2329	N	promedio
2330	N	redacción
2332	V	rendir
2333	N	anciano
2334	V	obedecer
2335	A	autonómico
2336	N	comunicado
2337	N	danza
2339	A	obrero
2340	N	episodio
2342	N	estabilidad
2343	N	consumidor
2344	V	diferenciar
2345	A	inútil
2346	A	solar
2347	N	campeonato
2348	V	apretar
2349	N	combate
2351	N	canto
2352	N	central
2353	V	localizar
2354	N	solicitud
2355	N	manejo
2356	N	difusión
2357	C	cuestión de
